Wall time,Step,Value
1776793966.8442109,280576,55.0099983215332
1776793990.64416,282624,48.84000015258789
1776794001.175254,284672,40.119998931884766
1776794011.34791,286720,42.7400016784668
1776794022.226903,288768,47.75
1776794032.65806,290816,41.619998931884766
1776794055.876561,292864,42.959999084472656
1776794070.227752,294912,40.86000061035156
1776794094.8287559,296960,41.59000015258789
1776794105.165334,299008,45.59000015258789
1776794219.6054,301056,48.630001068115234
1776794234.907665,303104,55.790000915527344
1776794245.866511,305152,54.59000015258789
1776794270.841401,307200,53.15999984741211
1776794386.85961,309248,54.380001068115234
1776794407.15692,311296,42.779998779296875
1776794432.268385,313344,38.119998931884766
1776794452.762562,315392,40.45000076293945
1776794476.44608,317440,40.189998626708984
1776794499.4025679,319488,42.369998931884766
1776794519.145097,321536,42.310001373291016
1776794543.698678,323584,45.2599983215332
1776794553.983335,325632,49.310001373291016
1776794576.102182,327680,46.86000061035156
1776794603.128714,329728,38.130001068115234
1776794617.732199,331776,36.40999984741211
1776794630.6763709,333824,47.720001220703125
1776794649.481185,335872,51.529998779296875
1776794671.5411189,337920,43.189998626708984
1776794686.914505,339968,37.40999984741211
1776794712.1069481,342016,44.43000030517578
1776794728.153712,344064,43.04999923706055
1776794741.726801,346112,36.54999923706055
1776794755.33073,348160,36.43000030517578
1776794783.697694,350208,37.70000076293945
1776794801.478483,352256,44.5099983215332
1776794822.461971,354304,44.0099983215332
1776794847.33761,356352,41.959999084472656
1776794870.863552,358400,39.29999923706055
1776794896.1035578,360448,41.310001373291016
1776794926.560862,362496,37.77000045776367
1776794944.042887,364544,38.099998474121094
1776794970.260857,366592,45.15999984741211
1776794983.5204601,368640,50.43000030517578
1776795005.557121,370688,59.45000076293945
1776795022.817051,372736,51.63999938964844
1776795149.450301,374784,48.599998474121094
1776795173.186027,376832,44.84000015258789
1776795185.840248,378880,55.790000915527344
1776795217.0787468,380928,53.33000183105469
1776795241.171015,382976,42.720001220703125
1776795280.014646,385024,40.27000045776367
1776795305.846417,387072,36.83000183105469
1776795319.442419,389120,42.58000183105469
1776795344.718178,391168,41.220001220703125
1776795370.161985,393216,39.790000915527344
1776795401.161526,395264,50.279998779296875
1776795423.8259299,397312,52.130001068115234
1776795447.191787,399360,48.36000061035156
1776795462.84254,401408,47.09000015258789
1776795491.322742,403456,40.27000045776367
1776795504.788404,405504,41.25
1776795518.0851772,407552,42.33000183105469
1776795541.022105,409600,42.15999984741211
1776795555.330195,411648,41.40999984741211
1776795568.410342,413696,44.040000915527344
1776795582.119,415744,50.150001525878906
1776795600.2953641,417792,44.959999084472656
1776795614.462948,419840,41.0099983215332
1776795637.016774,421888,43.59000015258789
1776795663.34994,423936,46.810001373291016
1776795676.483136,425984,60.66999816894531
1776795689.69611,428032,61.529998779296875
1776795721.026804,430080,57.83000183105469
1776795734.3372622,432128,57.959999084472656
1776795755.050157,434176,46.849998474121094
1776795772.286826,436224,40.439998626708984
1776795788.643829,438272,37.459999084472656
1776795821.898953,440320,37.56999969482422
1776795835.979085,442368,39.9900016784668
1776795868.867784,444416,41.2599983215332
1776795888.938376,446464,40.459999084472656
1776795910.689406,448512,40.09000015258789
1776795936.930763,450560,34.7400016784668
1776795950.618228,452608,34.939998626708984
1776795963.929836,454656,45.959999084472656
1776795978.2826781,456704,46.439998626708984
1776796003.362494,458752,45.45000076293945
1776796019.604409,460800,42.209999084472656
1776796045.501836,462848,37.310001373291016
1776796086.712107,464896,36.939998626708984
1776796108.713939,466944,36.84000015258789
1776796128.7738152,468992,35.060001373291016
1776796151.757812,471040,33.119998931884766
1776796175.169427,473088,38.630001068115234
1776796197.947885,475136,41.61000061035156
1776796218.312588,477184,37.310001373291016
1776796243.822798,479232,37.2400016784668
1776796258.925961,481280,43.560001373291016
1776796284.9308732,483328,46.54999923706055
1776796311.299835,485376,50.810001373291016
1776796342.447792,487424,39.630001068115234
1776796366.2296078,489472,41.849998474121094
1776796379.364306,491520,48.630001068115234
1776796403.34935,493568,43.54999923706055
1776796416.792037,495616,41.70000076293945
1776796430.528251,497664,43.709999084472656
1776796444.776916,499712,45.470001220703125
1776796474.160534,501760,44.43000030517578
1776796488.022657,503808,31.59000015258789
